BRANCH_ID|CUST_SHIP_ID|CUST_NAME|CUST_ADDR1|CUST_ADDR2|CUST_CITY|CUST_POSTAL_CODE|CUST_TYPE_ID|CUST_SHIP_ID_ORACLE|
51|5101702|APT LETARE|JL. SUMATERA NO.134 RT.18 KEL. HANDIL JAYA KEC. JELUTUNG||JAMBI||A1|292658|
33|3301694|APT LIA FARMA|JL. POLITEKNIK KAIRAGI II||MANADO||A1|305747|
33|3300165|APT LIANSA|JL. PANJAITAN 236||KOTAMOBAGU||A1|305888|
50||APT LIESNA FARMA|JL. RAYA SUSUHBANGO DS. SUSUHBANGO KEC. RINGINREJO KAB KEDIRI||KEDIRI||A1|304046|
48||APT LIFE CARE|JL. GATOT SUBROTO - KEL. REWARANGGA SELATAN - KEC. ENDE TIMUR||ENDE||A1|334912|
21||APT LILY|JL ARIF RAHMAN HAKIM NO 24C RT 12 RW 12||CIANJUR||A1|265904|
51|5101746|APT LILY FARMA|JL. SULTAN HASANUDIN NO.005 RT.019 RW.009 KEL. PEMATANG KANDIS||BANGKO||A1|292754|
33|3301589|APT LINK FARMA|KOMPLEKS GPDI HERMON PERUM ASABRI KOLONGAN NO.25||MINAHASA UTARA||A1|305790|
50||APT LINTANG AGOENG|DSN. WELAHAN RT 002 RW 001 DS TANGGUWELAHAN KEC BESUKI KAB TULUNGAGUNG||TULUNGAGUNG||A1|374625|
48|4801258|APT LISA FARMA|JL. SISINGAMANGARAJA NO.01 BENPASI||KEFAMENANU||A1|325756|
01||APT LISA FARMA (KALIDERES)|Rukan Daan Mogot Baru Jl Jimbaran Blok 1A No.12||KALIDERES||A1|289082|
31|3104837|APT LIVINA|JL. KARANG ANYAR I KOMP. BALITAN IV BLOK C NO.3 KEL. LOKTABAT UTARA||BANJARBARU||A1|319514|
33|3301905|APT LUCIA FARMA|KEL. TATAARAN II KEC. TONDANO SELATAN||TONDANO||A1|306060|
34|3403831|APT LUVVIA SHINTA|JL. YOS SUDARSO NO.52 RT.006 RW.1 KEL.BUMI WARAS||BANDAR LAMPUNG||A1|300896|
37||APT LW|JL.THAMRIN NO.138||MEDAN||A1|385050|
37||APT LYDIA FARMA|JL.A.YANI KEL.KOTA KUTACANE KEC.BABUSSALAM||||A1|385900|
49|4900812|APT MADANI|JL. YOS SUDARSO NO.02||KENDARI||A1|313219|
37||APT MADANI|JL.BILAL UJUNG NO.191 B||MEDAN||A1|374647|
43|4301996|APT MADINA|JL. PROF. MOH. YAMIN NO.102 RT.01 RW.06||BREBES||A1|243799|
50|5003601|APT MADINAH|JL. DIPONEGORO 9 E DS. PELEM KERTOSONO NGANJUK||KERTOSONO||A1|269825|
33|3301902|APT MADINAH FARMA|JL. MANGUNI RAYA LINGK. VI PERKAMIL||MANADO||A1|306059|
01|258|APT MAHAKAM (KEB.BARU)|JL MAHAKAM II BLOK C NO.2||KRAMAT PELA||D1|194552|
22||APT MAHARDIKA FARMA|JL. TUBAGUS ISMAIL DALAM NO. 51 RT.01 RW.06 KEL. SEKELOA KEC. COBLONG||KOTA BANDUNG||A1|327780|
51||APT MAHDINAR|PASAR SENGETI RT. 05 KEL SENGETI KEC. SEKERNAN KAB. MUARO JAMBI||MUARO JAMBI||A1|341220|
22||APT MAHIRA|JL. ALUN - ALUN NO. 3 RT.15 RW.05 KEL. NEGLASARI KEC. PAGADEN||KAB. SUBANG||A1|304188|
51||APT MAHKOTA|JL. H. ADAM MALIK RT. 23 KEL. THEHOK KEC. JAMBI SELATAN||KOTA JAMBI||A1|293545|
48|4801420|APT MAHKOTA|JL. R.W. MONGINSIDI RT.017/RW.005 KEL.FATULULI||KUPANG||A1|325565|
22|2208607|APT MAHKOTA SADANG|JL. RAYA SADANG-SUBANG NO. 51||PURWAKARTA||A1|232463|
37||APT MAJU|JL.TENGKU UMAR NO.55 D||TANJUNG BALAI||A1|309576|
27||APT MAKMUR|JALAN DURIAN NO.18||JEMBRANA||A1|356031|
48|4800712|APT MALAKA FARMA|JL. BEI ABUK BETUN NO. 9 KEC. MALAKA TENGAH||BELU||A1|325686|
33|3301796|APT MALEOSAN|KELURAHAN KAKASKASEN IV NO.25||TOMOHON||A1|306024|
33|3301495|APT MALOLULI|JL. M.T. HARYONO NO.234 KEC. KOTA SELATAN||GORONTALO||A1|305776|
38|3803509|APT MAMA|JL. DELIMA NO.151 TAMPAN||PEKANBARU||A1|288243|
27||APT MAMBAL|APT MAMBAL||BADUNG||A1|276239|
33|3300121|APT MANADO|JL SUDIRMAN 78||MANADO||A1|305950|
38|3803245|APT MANDALA FARMA|JL. JEND. SUDIRMAN NO.249||UJUNG BATU||A1|288219|
21||APT MANDIRI|JL RAYA CIMUNCANG NO 46||SUKABUMI||A1|235151|
31|3105852|APT MANDIRI|JL TRANSMIGRASI PLAJAU KM 2.5 SIMPANG EMPAT||TANAH BUMBU||A1|320441|
38|3800649|APT MANDIRI|JL. HARAPAN RAYA NO. 57 B||PEKANBARU||A1|288107|
31|3105602|APT MANDIRI|JL. ISKANDAR NO.86||PANGKALANBUN||A1|320244|
22|2212043|APT MANDIRI|JL. RAYA RANCAEKEK NO. 155 RT 002 RW 011 DESA MEKARGALIH KECAMATAN JATINANGOR||KABUPATEN SUMEDANG||A1|235723|
33|3301791|APT MANDIRI|JL. RAYA TOMOHON NO.157 KEL. KAMASI||TOMOHON||A1|306023|
37|3704456|APT MANDIRI|JL.COKROAMINOTO NO.40.A KEL.MEKAR BARU||KISARAN||A1|285850|
37|3704417|APT MANDIRI|JL.SISINGAMANGARAJA NO.13 AMPLAS||MEDAN||A1|285779|
33|3301909|APT MANDIRI / SINTO|JL. SENGKANAUNG NO.2 DESA GOSOMA||TOBELO||A1|306066|
38|3803594|APT MANDIRI CARE|JL. DARMA BAKTI NO. 17||PEKANBARU||A1|288109|
49|4901084|APT MANDIRI FARMA|JL. JATI KEL. BUTUNG-BUTUNG KAB. MUNA||RAHA||A1|313285|
51|5100948|APT MANDIRI JAYA BUNGO|JL. M.YAMIN NO.66||MUARO BUNGO||A1|292607|
37||APT MANDIRI MEDAN|JL.BESAR DELITUA DUSUN I RAHAYU||||A1|380759|
35||APT MANDIRI MEDICA|JL. ADAM MALIK RT.05 RW.01 KEL PAGAR DEWA KEC SELEBAR||BENGKULU||A1|313903|
38|3803620|APT MANDIRI PLUS|JL. KAHARUDDIN NASUTION NO. 25||PEKANBARU||A1|288111|
38|3803511|APT MANDIRI UTAMA|JL. TENGKU BEY ( UTAMA ) NO. 2 E||PEKANBARU||A1|288108|
01||APT MANDJUR (KEBON SIRIH)|JL KH WAHID HASYIM NO.54 RT.16 RW.06 (SAMPING MARTABAK MENTENG)||KEBON SIRIH||A1|374267|
22||APT MANISI|JL. MANISI NO. 65 RT. 01 RW. 09 KEL. CIPADUNG KEC. CIBIRU||KOTA BANDUNG||A1|266066|
31|3101034|APT MANJUR|JL MERDEKA RAYA BLOK C NO 02 KAB BARITO SELATAN||BUNTOK||A1|319975|
51|5100129|APT MANJUR|JL.KEMAKMURAN NO.51 RT. 25 / RW.13||JAMBI||A1|292703|
50|5003009|APT MANJUR WARAS|JL. SUMBER KARYA PERUM BUMI MAS II BLOK GG NO 6 MADIUN||MADIUN||A1|270695|
33|3302000|APT MANNA FARMA|KEL. GIRIAN INDAH RT.004 RW.002||BITUNG||A1|306116|
38|3803562|APT MANTARI|JL. JENDRAL SUDIRMAN RT.004 RW.011||UJUNG BATU||A1|288145|
50|5000033|APT MAOSPATI|JL. BARAT NO. 242 MAOSPATI MAGETAN||MAGETAN||A1|270119|
31|3106909|APT MARINA|JL TRIKORA RT.036 RW.007 GUNTUNG MANGGIS LAND ULIN||BANJARBARU||A1|320123|
37|3701327|APT MARINDAL|JL. SISINGAMANGARAJA NO. 2 B KEL.HARJOSARI I||MEDAN||A1|285452|
37|3704393|APT MARIO FARMA|JL.AH.NASUTION NO.85.C KEL.KUALA BEKALA||MEDAN||A1|285747|
34|3402668|APT MARISSA|JL. PROKLAMATOR RAYA NO. 7/24||LAMPUNG TENGAH||A1|301385|
37|3704285|APT MARISYA|JL. M.BASIR NO.72 KEL. PANGKALAN MANSYUR||MEDAN||A1|285722|
37||APT MARISYA|JL.M BASIR LK I NO.72||MEDAN||A1|358079|
34|3402680|APT MARPA|JL. RAYA NATAR NO. 207||LAMPUNG SELATAN||A1|301399|
51||APT MARSADA FARMA|JL. BUPER RT. 11 DESA SUNGAI GELAM KEC. SUNGAI GELAM KAB. MUARO JAMBI||MUARO JAMBI||A1|337186|
33||APT MARSILV|JL HB JASSIN NO 678||GORONTALO||A1|379969|
22|2200450|APT MARTANEGARA|JL. R.A.A MARTANEGARA NO. 82 RT.001 RW.002 KEL. TURANGGA KEC. LENGKONG||KOTA BANDUNG||A1|235082|
48|4801333|APT MARTHA FARMA|JL. TIMOR RAYA KM.25 RT:006 RW:002 KEL BABAU||KUPANG TIMUR||A1|325736|
37|3702824|APT MARTUNAS|JL. PERINTIS KEMERDEKAAN NO.32 GALANG||DELI SERDANG||A1|285796|
37|3703618|APT MARTUNAS FARMA|JL. JEND. SUDIRMAN NO.193||AEK KANOPAN||A1|285233|
48|4801284|APT MARVIN FARMA|JL. ELTARI - KEFA SELATAN||KEFAMENANU||A1|325724|
37|3704422|APT MARYAM|JL.PERNIAGAAN NO.2.F||STABAT||A1|285650|
33|3302062|APT MARZUQA|LING IV KOMBOS BARAT SINGKIL||MANADO||A1|306036|
22|2211637|APT MAS AGUS|JALAN PRABU GEUSAN ULUN NO 76 RT 03 RW 04 KEL REGOL WETAN||KAB SUMEDANG||A1|233418|
34|3400603|APT MASYITA|JL. AR. HAKIM BTN 3 BLK.TS/1A||BANDAR LAMPUNG||A1|300365|
37|3700914|APT MATAHARI|JL. DR. SUTOMO NO. 110||KISARAN||A1|285397|
37|3704165|APT MATAHARI|JL. PERHUBUNGAN NO.61 LAU DENDANG||MEDAN||A1|285846|
37|3702789|APT MATAHARI (BENNY)|JL. MERDEKA NO.33 SIANTAR BARAT||PEMATANG SIANTAR||A1|285329|
01|776|APT MATAHARI (SUNRICE GARDEN)|RUKO SUNRICE GARDEN BLOK X NO.15 RT.15 RW.07||KEDOYA UTARA||A1|196016|
38|3803679|APT MATAHARI FARMA|JL. GADING MARPOYAN NO. 20||PEKANBARU||A1|288263|
01|5279|APT MATRA MEDIKA (Kebon Jeruk)|$ JL KEBON JERUK NO.15 RT.08 RW.15||KEBON JERUK||A1|194589|
27|2702434|APT MAWAR|JL NGURAH RAI NO.43||TABANAN||A1|272880|
37|3704445|APT MAYOSHI|JL.SUDIRMAN NO.28.A/40.A MEDAN POLONIA||MEDAN||A1|285822|
37|3700667|APT MBULAN|JL. JAMIN GINTING NO. 757||MEDAN||A1|285443|
31|3106722|APT MECCA|JL KARANG REJO RT.005 RW.001 KEL.GUNTUNG MANGGIS||BANJARBARU||A1|319649|
37|3700465|APT MEDAN|JL. H.M. YAMIN NO. 198 A||MEDAN||A1|285129|
37|3704464|APT MEDAN|JL.SIRINGO RINGO NO.52 KEC.RANTAU UTARA||RANTAU PRAPAT||A1|285869|
49|4900298|APT MEDI FARMA|JL. GATOT SUBROTO NO.42||RAHA||A1|312972|
36||APT MEDIA FARMA|JL. TABING LUBUK MINTURUN NO.2||PADANG||A1|376133|
31|3104990|APT MEDICA FARMA|JL P ANTASARI NO 15||PANGKALAN BUN||A1|319934|
33|3300147|APT MEDICA FARMA|JL YOS SUDARSO 50||BITUNG||A1|305863|
31|3103522|APT MEDICA FARMA|JL. PRAKUSUMA YUDHA NO. 26||PANGKALAN BUN||A1|319933|
38|3803066|APT MEDICAL FARMA|JL. KELAPA PATI TENGAH NO.1||BENGKALIS||A1|288331|
01|4424|APT MEDICARE (CIDENG)|(APT) JL KYAI CARINGIN NO.2||CIDENG||D1|194949|
22||APT MEDICASTORE|JL. HOLIS NO. 216 RT.06 RW.01 KEL. CARINGIN KEC. BANDUNG KULON||KOTA BANDUNG||A1|305380|
22||APT MEDICASTORE|JL. HOLIS NO. 216 RT.06 RW.01 KEL. CARINGIN KEC. BANDUNG KULON||KOTA BANDUNG||D1|305380|
03||APT MEDICASTORE|JL. POS PENGUMBEN LAMA NO 24 RT 009 RW 003 SRENGSENG KEMBANGAN JAKARTA BARAT DKI JAKARTA||JAKARTA||D1|40213|
01|5273|APT MEDICASTORE (Pos Pengumben)|JL POS PENGUMBEN LAMA NO.24 RT.09 RW.03||SRENGSENG||A1|196157|
01|5273|APT MEDICASTORE (Pos Pengumben)|JL POS PENGUMBEN LAMA NO.24 RT.09 RW.03||SRENGSENG||D1|196157|
50|5000035|APT MEDICO|JL. SULAWESI 16 MADIUN||MADIUN||A1|270137|
33|3300154|APT MEDIFARMA|JL TOUNTEMBOAN 495||TONDANO||A1|305865|
33||APT MEDIKA|JL R.W. MONGINSIDI NO 1 KELURAHAN BAHU KECAMATAN MALALAYANG||MANADO||A1|337122|
31|3100402|APT MEDIKA|JL TAMBUN BUNGAI 15||PALANGKA RAYA||A1|319537|
33|3301907|APT MEDIKA|JL. KEMAKMURAN DESA GAMSUNGI DUSUN IV RT.001||TOBELO||A1|306061|
38|3801008|APT MEDIKA|JL. SS QASIM NO.220||DUMAI||A1|288416|
38|3800728|APT MEDIKA|JL.CEMPAKA NO 55||PEKANBARU||A1|288069|
31|3104050|APT MEDIKA FARMA|JL. A.YANI KM.35 NO.52 RT.005 RW.001 KEL.GUNTUNG PAIKAT KEC.BANJARBARU||BANJARBARU||A1|319740|
31|3106615|APT MEDIKA FARMA|JL. BRIGJEN H.HASAN BASRY KM.01 TAPIN UTARA||RANTAU||A1|319597|
49|4900293|APT MEDIKA FARMA|JL. JEND. A.YANI NO. 52||KENDARI||A1|312970|
38|3803353|APT MEDIKA FARMA|JL. JEND. SUDIRMAN NO.15 RT.01 RW.01||BENGKALIS||A1|288118|
48|4801082|APT MEDIKA FARMA|JL. KATEDRAL NO.12 KEL. MBAUMUKU KEC. LENGKE BORONG||RUTENG||A1|325436|
38|3803507|APT MEDIKA FARMA|JL. SUTOMO RT. 008 RW. 003||SIAK||A1|288119|
48|4801289|APT MEDIKA FARMA|KELURAHAN SAROTARI TENGAH||LARANTUKA||A1|325533|
21||APT MEDIKA FARMA 17|(MEDIKA 17) PAJAJARAN REGENCY BLOK A NO 3A (no 4)||BOGOR||D2|283124|
38|3803696|APT MEDIKA FARMA 5|(APT MEDIKA FARMA 5)||SIAK||A1|288130|
41|4102521|APT MEDIKA PLUS|RUKO JL. MELATI NO. 63 KAV. E. KALIWATES||JEMBER||A1|274987|
49|4900900|APT MEDIKA POMALAA|JL. LETJEN SUPRAPTO KEC. POMALAA||KOLAKA||R1|313056|
34|3403681|APT MEDIKA/ DR. ARIF EFENDI|JL. PROF. M. YAMIN NO.15 RT.001 RW.002 RAWA LAUT||BANDAR LAMPUNG||A1|300937|
37|3700998|APT MEDINA|JL. W. ISKANDAR NO. 10||PANYABUNGAN||A1|285501|
43||APT MEDINA RAHMA|JL. RAYA BOJONG NO.45 RT.4/2||PEKALONGAN||A1|257134|
22|2211574|APT MEDISINA|JL. BRIGJEN KATAMSO NO 37 A KEC SUBANG KAB SUBANG||SUBANG||A1|233602|
03|310070|APT MEDS|JL. PERCETAKKAN NEGARA II BLOK J14 NO.15 JOHAR BARU ||||A1|5538|
38|3803294|APT MEGA|DUSUN DARUSSALAM NO.01 SIMPANG TANGUN||ROKAN HULU||A1|288256|
22|2210028|APT MEGA|JL. KUNINGAN RAYA NO. 93 RT.01 RW.021 KEL. ANTAPANI TENGAH KEC. ANTAPANI||KOTA BANDUNG||A1|234909|
31|3101032|APT MEGA MULIA|JL VETERAN KM 01 NO 29||KOTA BARU||A1|319974|
34|3404141|APT MEGAH|JL. KI MAJA NO.59 B WAY HALIM||BANDAR LAMPUNG||A1|301469|
37|3703664|APT MEGUMI|JL. KARTINI NO.48||PEMATANGSIANTAR||A1|285260|
43|4301180|APT MEJASEM|JL. PALA RAYA NO. 50 RT01/07||TEGAL||A1|243932|
38|3802622|APT MEKAR FARMA|JL. UMBAN SARI ATAS NO.14 RUMBAI||PEKANBARU||A1|288399|
50|5003406|APT MELATI|JL. DIPONEGORO NO. 63 MADIUN||MADIUN||A1|270074|
34|3400652|APT MELATI|JL.MR.GELE HARUN NO.9||KOTA METRO||A1|300337|
43|4300922|APT MELATI FARMA|JL. JEND. A YANI NO. 134||TEGAL||A1|244092|
31|3106166|APT MELIA|JL. HKSN RT.19 NO.08 KEL. KUIN UTARA||BANJARMASIN||A1|320363|
37|3700751|APT MELIANA|JL. SP. KANTOR NO. 26||MEDAN||A1|285531|
38|3800808|APT MENDAWAI|JL. TEUKU UMAR NO.60||PEKANBARU||A1|288057|
03|300440|APT MENTARI|ASRAMA YONIF 201/TM RT 008/06 - RAWA LUMBU||BEKASI TIMUR||A1|3487|
34|3404751|APT MENUR|JL PANGLIMA POLIM KEL SEGALA MIDER KEC TANJUNG KARANG||BANDAR LAMPUNG||A1|300847|
51|5101181|APT MERANTI|JL. KOL. ABUNJANI NO.39 RT/RW : 019/009||JAMBI||A1|292781|
37||APT MERAPI MANDIRI|JL.MANDALA BY PASS NO.104||MEDAN||D1|307302|
38|3802862|APT MERCI FARMA|JL. H.R. SOEBRANTAS KM.12 NO.25||PEKANBARU||R1|288490|
22||APT MERDEKA FARMA|JL. PASAR BARAT NO. 2 RT. 02 RW. 14 KEL. KEBON JERUK KEC. ANDIR||KOTA BANDUNG||A1|240902|
22|2204160|APT MERLINDA|JL.RAYA UJUNG BERUNG NO.57||BANDUNG||A1|233390|
37|3700561|APT MERPATI|JL. GATOT SUBROTO NO.131||MEDAN||A1|285094|
43|4302262|APT MERPATI|JL. MERPATI NO.55||TEGAL||A1|243708|
37|3703873|APT MERRY|JL. DR. CIPTOMANGUNKUSUMO NO.35||GUNUNG SITOLI||A1|285799|
50|5000110|APT METRO|JL. A YANI NO.40  RT 01 RW 001 KEL BANGUNSARI KEC MEJAYAN KAB MADIUN||MADIUN||A1|269931|
33|3301879|APT METRO ( KHOSAMA TRUELY )|JL. LEMBONG NO.64 PINAESAAN||MANADO||A1|306042|
31|3106795|APT METRO FARMA|JL TUNGKARAN PANGERAN RT.05 KEL.TUNGKARAN KEC SIMPANG EMPAT||TANAH BUMBU||A1|319383|
34|3403090|APT METRO MEDIKA - SEMINUNG|JL. SEMINUNG NO.01 KELUARGA METRO||METRO BARAT||A1|301251|
50||APT MIDA FARMA|JL DHOHO 91 RT 29 RW 07 BALOWERTI KOTA KEDIRI||KEDIRI||A1|288832|
22|2210094|APT MIDY|JL. IR. H. DJUANDA KP. SUKASEURI TIMUR RT.017 RW.007 KEL. SARIMULYA KEC. KOTABARU||KAB. KARAWANG||A1|235910|
31|3105482|APT MIFTAH|JL. SUMATERA NO.28||PALANGKA RAYA||A1|320166|
50|5000090|APT MILLENIUM|JL. SUMATERA NO. 11 MADIUN||MADIUN||A1|270274|
48|4801193|APT MINA FARMA|JL. PANGLIMA POLEM NO.34||KALABAHI||A1|325412|
31|3106712|APT MIRA|JL. CILIK RIWUT KM.4 RT.18/RW. KEL. KASONGAN LAMA KATINGAN HILIR||KASONGAN||A1|319643|
27||APT MIRACLE|JL. LETDA TANTULAR NO.47||DENPASAR||A1|378291|
21||APT MIRAH|JL OTISTA RT 003 RW 005||SUKABUMI||A1|295921|
25|2501519|APT MIRANTI|JL. PANDANARAN NO. 373||BOYOLALI||A1|256142|
37|3703512|APT MISIDI FARMA|JL. CEMPAKA/ GAPERTA UJUNG NO.32.E||MEDAN||A1|285178|
27||APT MITA FARMA|JL. RAYA ABIANBASE||BADUNG||A1|344379|
50|5003773|APT MITRA|JL H AGUS SALIM NO 02 MEJAYAN CARUBAN MADIUN||CARUBAN||A1|270506|
37|3700956|APT MITRA|JL. IMAM BONJOL NO. 58||RANTAU PRAPAT||A1|285440|
51|5101254|APT MITRA|JL. IR.H. JUANDA NO.123 RT/030 RW/- SIMPANG III SIPIN - KOTA BARU||JAMBI||A1|292817|
26|2607465|APT MITRA CUKIR|JL. RAYA KEDIRI NO.103||JOMBANG||A1|264850|
48|4801160|APT MITRA FARMA|JL. BEI ABUK RT.001 RW.001 DESA WELAHI - MALAKA TENGAH||MALAKA||A1|325706|
31|3104070|APT MITRA FARMA|JL. M. HARYONO NO. 66||SAMPIT||A1|319746|
38|3803560|APT MITRA FARMA|JL. MAHARAJA INDRA RT.01 RW.10||PANGKALAN KERINCI||A1|288144|
38|3803558|APT MITRA FARMA|JL. PAHLAWAN TENGAH RT.005 RW.003||BAGANSIAPIAPI||A1|288142|
49|4900155|APT MITRA FARMA|JL.DR.MOH.HATTA||KENDARI||A1|313023|
31|3106366|APT MITRA INSAN|JL. TRANSMIGRASI KM.1 NO 147 RT.08 DESA. BERSUJUD KEC. SIMPANG EMPAT||TANAH BUMBU||A1|320311|
48|4801126|APT MITRA JAYA|JL. VAN BACKHUM RT: 004 RW: 002 - WAE KELAMBU - KOMODO||MANGGARAI BARAT||A1|325441|
48|4800826|APT MITRA KELUARGA|JL. TIMOR RAYA RT.002/RW.001||KUPANG||A1|325363|
31|3106929|APT MITRA KELUARGA SEHAT|KOMP SEMANDA I JL .PRAMUKA NO 4 RT 021 RW 002 SUNGAI LULUT||BANJARMASIN||A1|320348|
50|5003415|APT MITRA KUSUMA|JL. HARINJING NO 93 KEPUNG KAB KEDIRI||KEDIRI||A1|270773|
49|4901012|APT MITRA MEDIKA|JL. KAPT. PIERE TENDEAN BARUGA NO.1||KENDARI||A1|313198|
43|4301026|APT MITRA MEDIKA|JL. RAYA BOJONG NO. 437||PEKALONGAN||A1|243992|
31||APT MITRA MEDIKA BERSAMA|JL PRAMUKA RUKO MITRA MAS KM 6 NO 11/L KELURAHAN SEI LULUT||BANJARMASIN||A1|344599|
31|3104016|APT MITRA PHARMA|JL. YOS SUDARSO NO. 33 B||PALANGKARAYA||A1|319733|
34|3403105|APT MITRA SEHAT|DESA LABUHAN RATU NO.11||LAMPUNG TIMUR||D1|301299|
30|3002880|APT MITRA SEHAT|JL. PULAU PANJANG NO.28 KEL. GUNUNG PANJANG KEC. TANJUNG REDEB||BERAU||A1|318303|
31|3106367|APT MITRA SEHAT II|JL PUTRI JUNJUNG BUIH RT.3 RW.I KEL.KOMET KEC.BANJARBARU UTARA||BANJARBARU||A1|319512|
38|3802609|APT MITRA SEHAT PLUS|JL. BUKIT BARISAN NO.9||PEKANBARU||A1|288383|
33||APT MITRA SEHATI|JL BARU KAROMBASAN LING III NO. 90 KAROMBASAN UTARA||MANADO||A1|351981|
01|808|APT MITRA SETIA (JELAMBAR)|$ KAV POLRI BLOK F VIII NO.1616||JELAMBAR||A1|194981|
01|4449|APT MK (PLUIT)|JL PLUIT KARANG JELITA NO.5A RT.01/03||PLUIT||A1|195100|
50|5003229|APT MLILIR INDAH|JL RAYA MLILIR NO 40 DOLOPO MADIUN||MADIUN||A1|269953|
37|3704459|APT MM|JL.DENAI NO.211.B KEL.TEGAL SARI MANDALA II||MEDAN||A1|285852|
25|2501541|APT MM FARMA|JL KOL SUTARTO NO.31||SURAKARTA||A1|256164|
48|4801318|APT MM FARMA|JL. KAPTEN TENDEAN - TANALODU||BAJAWA||A1|325541|
48|4800578|APT MONALISA|JL. MATANI NO. 3||SOE||A1|325714|
49|4900156|APT MONOVALENSI|JL. MAYJEND. SUTOYO NO. 08||KENDARI||A1|313024|
37|3703999|APT MORGAN'DA FARMA|JL. MERDEKA NO.74||PERDAGANGAN||A1|285698|
48|4800481|APT MOTANG RUA|JL. ADI SUCIPTO NO. 25||RUTENG||A1|325462|
24|2404561|APT MRICAN|JL. KARANGANYAR 576 E||SEMARANG||A1|248172|
35||APT MUARATAMA|JL. SUKABANGUN II SOAK SIMPUR KOMP RUKO GRIYA SUKABANGUN A 6||PALEMBANG||A1|307244|
31|3106632|APT MUBARAK|JL. SEKUMPUL GG. KH. NASRON THOHER RT.05 RW.03 KEL.SEKUMPUL||MARTAPURA||A1|319607|
43||APT MUGI MANTUN KEJAMBON|JL. WERKUDORO NO. 174 RT006/002 KEL. KEJAMBON  TEGAL TIMUR||KOTA TEGAL||A1|365498|
22|2211911|APT MUJAHADAH|JL. ANDIR NO.5||KABUPATEN BANDUNG||A1|233082|
31|3103878|APT MUJARAB|JL. TAMBUN BUNGAI NO.16 RT.35||KUALA KAPUAS||A1|319773|
25|2502452|APT MUJARAB FARMA|JL. MAYOR ACHMADI NO.68 CANGKOL||SUKOHARJO||A1|255210|
34|3404312|APT MUJUR FARMA|JL JENDRAL SUDIRMAN NO 218 DAYA MURNI RT/RW 001/001 KEC. TUMIJAJAR||TULANG BAWANG||A1|300482|
33|3300176|APT MULIA|JL AHMAD YANI 12||GORONTALO||A1|305892|
25|2501554|APT MULIA FARMA|JL IR JUANDA NO. 69||SOLO||A1|256182|
31|3101030|APT MULIA FARMA|JL IR.P.H. NO.6 SULINGAN KAB.T||TANJUNG||A1|319973|
33|3301629|APT MULIA FARMA|JL RAYA KAMASI ( DEPAN RS BETHESDA ) LING II KEC TOMOHON TENGAH||||A1|305737|
27||APT MULIA FARMA|JL. SETIABUDI NO. 19 BANYUNING||BULELENG||A1|330662|
48|4800364|APT MULIA JAYA|JL. JEND. SUDIRMAN NO.10||KUPANG||A1|325514|
48|4801251|APT MULIA JAYA|JL. THAMRIN NO. 67 A||KUPANG||A1|325515|
43||APT MULIA SEHAT|JL. RAYA BANJARAN - BALAMOA NO. 5||TEGAL||A1|323201|
22||APT MULTAZAM|JL. RAYA RANCAEKEK - MAJALAYA NO. 380 RT.003 RW.010 DESA SOLOKAN JERUK KEC. SOLOKAN JERUK||KAB. BANDUNG||A1|331770|
35||APT MULTI FARMA|KOMPLEK KANDEPAG RT 09 KEL RAMA AGUNG KEC ARGA MAKMUR||BENGKULU UTARA||A1|303886|
37|3700471|APT MULTI SENTOSA|JL. H. MOHAMMAD YAMIN NO. 441 A||MEDAN||A1|285133|
48|4801380|APT MULTIGUNA|JL. MOH. HATTA RT.004/RW.002 KEL. FONTEIN||KUPANG||A1|325520|
35||APT MULYA FARMA|JL AHMAD YANI LINGKUNGAN II RT 002 KEL BATU BELANG JAYA KEC MUARADUA||OKU SELATAN||A1|303083|
51|5101791|APT MULYA FARMA|JL. K.S. TUBUN NO.08 RT.06 KEL. TELANAI PURA||KOTA JAMBI||A1|292829|
22|2200282|APT MULYA FARMA|JL. KIARACONDONG 122 RT. 03 RW. 04 KEL. KEBON GEDANG KEC. BATUNUNGGAL||KOTA BANDUNG||A1|235567|
41|4101124|APT MULYA FARMA|JL. RAYA RAMBI PUJI NO. 36 BALUNG||JEMBER||A1|275016|
31||APT MULYA JAYA|JL A YANI NO 48||PALANGKA RAYA||A1|352427|
31|3100344|APT MULYA JAYA|JL. A. YANI NO. 48||PALANGKARAYA||A1|319444|
41|4103551|APT MUNCAR MEDIKA|DSN JATILUHUR RT.01 RW.01 GLAGAHAGUNG PURWOHARJO||BANYUWANGI||A1|275322|
37|3704127|APT MURAH|JL. MEDAN BATANG KUIS PASAR X TEMBUNG||MEDAN||A1|285790|
31|3105798|APT MURAH BINUANG|JL. A. YANI KM.84||BINUANG||A1|320400|
31|3105885|APT MURAH KANDANGAN|JL. JENDERAL SUDIRMAN TIBUNG RAYA||KANDANGAN||A1|320167|
31|3106679|APT MURAH KUPANG|JL. A. YANI NO.59 RT.07 RW.02 KEL. KUPANG KAB. TAPIN||RANTAU||A1|319689|
31|3100225|APT MURAH SEHAT|JL SUTOYO S RT.21 NO.2-3||BANJARMASIN||A1|319420|
50||APT MURNI|JL BRAWIJAYA NO 54 POCANAN RT 05 RW 02 KEDIRI||||A1|295931|
25|2501580|APT MURNI|JL RAYA DELANGGU 156 B||KLATEN||A1|256204|
